D:\python3.6\python.exe D:/pyprojects/paddle/paper/BayesianCNN/baye_fc_paddle_raw/main.py
2021-08-21 11:53:32,150 | MNIST32: Prep | Loading datasets...
2021-08-21 13:07:11,667 | MNIST32: Epoch: 457 | Train Loss: 2670.4741 | Train Acc: 0.9998 | Val Loss: 3230.4867 | Val Acc: 0.9844 | train_kl_div: 514272.7481
196it [00:07, 26.90it/s]
2021-08-21 13:07:21,603 | MNIST32: Epoch: 458 | Train Loss: 2669.8845 | Train Acc: 0.9998 | Val Loss: 3046.3191 | Val Acc: 0.9847 | train_kl_div: 514258.7758
196it [00:06, 28.54it/s]
Epoch 460: ReduceOnPlateau set learning rate to 7.922816251426449e-07.
2021-08-21 13:07:31,195 | MNIST32: Epoch: 459 | Train Loss: 2657.2598 | Train Acc: 0.9998 | Val Loss: 2939.2358 | Val Acc: 0.9861 | train_kl_div: 514244.3511
196it [00:07, 27.74it/s]
2021-08-21 13:07:40,993 | MNIST32: Epoch: 460 | Train Loss: 2663.4709 | Train Acc: 0.9999 | Val Loss: 2993.9072 | Val Acc: 0.9863 | train_kl_div: 514233.1928
196it [00:07, 26.93it/s]
2021-08-21 13:07:50,966 | MNIST32: Epoch: 461 | Train Loss: 2657.8691 | Train Acc: 0.9999 | Val Loss: 2940.7206 | Val Acc: 0.9844 | train_kl_div: 514221.4998
196it [00:07, 27.85it/s]
2021-08-21 13:08:00,722 | MNIST32: Epoch: 462 | Train Loss: 2652.1318 | Train Acc: 0.9999 | Val Loss: 3007.9606 | Val Acc: 0.9858 | train_kl_div: 514209.7669
196it [00:07, 27.96it/s]
2021-08-21 13:08:10,378 | MNIST32: Epoch: 463 | Train Loss: 2658.8228 | Train Acc: 0.9999 | Val Loss: 3101.2210 | Val Acc: 0.9842 | train_kl_div: 514197.6028
196it [00:06, 28.08it/s]
2021-08-21 13:08:20,023 | MNIST32: Epoch: 464 | Train Loss: 2655.5830 | Train Acc: 0.9999 | Val Loss: 2902.5558 | Val Acc: 0.9852 | train_kl_div: 514185.7777
196it [00:06, 28.10it/s]
2021-08-21 13:08:29,737 | MNIST32: Epoch: 465 | Train Loss: 2661.3105 | Train Acc: 0.9998 | Val Loss: 3015.1024 | Val Acc: 0.9845 | train_kl_div: 514173.8270
196it [00:07, 27.31it/s]
2021-08-21 13:08:39,676 | MNIST32: Epoch: 466 | Train Loss: 2654.5286 | Train Acc: 0.9999 | Val Loss: 2926.2180 | Val Acc: 0.9848 | train_kl_div: 514161.9689
196it [00:06, 28.10it/s]
2021-08-21 13:08:49,324 | MNIST32: Epoch: 467 | Train Loss: 2658.8394 | Train Acc: 0.9999 | Val Loss: 3144.3642 | Val Acc: 0.9844 | train_kl_div: 514149.8351
196it [00:07, 27.87it/s]
2021-08-21 13:08:58,994 | MNIST32: Epoch: 468 | Train Loss: 2656.7595 | Train Acc: 0.9999 | Val Loss: 2939.7297 | Val Acc: 0.9854 | train_kl_div: 514138.1639
196it [00:06, 28.08it/s]
2021-08-21 13:09:08,658 | MNIST32: Epoch: 469 | Train Loss: 2657.5376 | Train Acc: 0.9999 | Val Loss: 2944.0186 | Val Acc: 0.9849 | train_kl_div: 514126.0212
196it [00:07, 27.70it/s]
2021-08-21 13:09:18,393 | MNIST32: Epoch: 470 | Train Loss: 2657.1025 | Train Acc: 0.9998 | Val Loss: 3131.7733 | Val Acc: 0.9848 | train_kl_div: 514113.9648
0it [00:00, ?it/s]Epoch 471: ReduceOnPlateau set learning rate to 6.338253001141159e-07.
196it [00:06, 28.23it/s]
2021-08-21 13:09:27,998 | MNIST32: Epoch: 471 | Train Loss: 2652.8125 | Train Acc: 0.9999 | Val Loss: 2975.4264 | Val Acc: 0.9858 | train_kl_div: 514104.5282
196it [00:06, 28.28it/s]
2021-08-21 13:09:37,595 | MNIST32: Epoch: 472 | Train Loss: 2653.3896 | Train Acc: 0.9999 | Val Loss: 2853.9529 | Val Acc: 0.9853 | train_kl_div: 514094.7557
196it [00:06, 28.51it/s]
2021-08-21 13:09:47,138 | MNIST32: Epoch: 473 | Train Loss: 2660.2993 | Train Acc: 0.9999 | Val Loss: 3139.9572 | Val Acc: 0.9841 | train_kl_div: 514085.1669
196it [00:06, 28.37it/s]
2021-08-21 13:09:56,737 | MNIST32: Epoch: 474 | Train Loss: 2658.8604 | Train Acc: 0.9998 | Val Loss: 2931.7121 | Val Acc: 0.9843 | train_kl_div: 514075.7763
196it [00:07, 27.64it/s]
2021-08-21 13:10:06,483 | MNIST32: Epoch: 475 | Train Loss: 2653.3601 | Train Acc: 0.9999 | Val Loss: 3014.0908 | Val Acc: 0.9844 | train_kl_div: 514066.4298
196it [00:06, 28.45it/s]
2021-08-21 13:10:16,022 | MNIST32: Epoch: 476 | Train Loss: 2661.3523 | Train Acc: 0.9998 | Val Loss: 3142.1845 | Val Acc: 0.9853 | train_kl_div: 514056.6151
196it [00:06, 28.64it/s]
2021-08-21 13:10:25,508 | MNIST32: Epoch: 477 | Train Loss: 2659.4561 | Train Acc: 0.9999 | Val Loss: 3012.7803 | Val Acc: 0.9847 | train_kl_div: 514047.1457
196it [00:06, 28.42it/s]
2021-08-21 13:10:35,035 | MNIST32: Epoch: 478 | Train Loss: 2662.4434 | Train Acc: 0.9998 | Val Loss: 2872.1824 | Val Acc: 0.9855 | train_kl_div: 514038.0416
196it [00:06, 28.68it/s]
2021-08-21 13:10:44,479 | MNIST32: Epoch: 479 | Train Loss: 2663.0332 | Train Acc: 0.9999 | Val Loss: 2958.1316 | Val Acc: 0.9857 | train_kl_div: 514029.0710
196it [00:06, 28.55it/s]
2021-08-21 13:10:53,981 | MNIST32: Epoch: 480 | Train Loss: 2661.0669 | Train Acc: 0.9998 | Val Loss: 3121.1996 | Val Acc: 0.9843 | train_kl_div: 514019.8983
196it [00:06, 28.58it/s]
2021-08-21 13:11:03,525 | MNIST32: Epoch: 481 | Train Loss: 2654.0696 | Train Acc: 0.9999 | Val Loss: 3131.4404 | Val Acc: 0.9851 | train_kl_div: 514010.7398
0it [00:00, ?it/s]Epoch 482: ReduceOnPlateau set learning rate to 5.070602400912927e-07.
196it [00:06, 28.39it/s]
2021-08-21 13:11:13,035 | MNIST32: Epoch: 482 | Train Loss: 2657.8687 | Train Acc: 0.9999 | Val Loss: 2885.4295 | Val Acc: 0.9845 | train_kl_div: 514003.6145
196it [00:06, 28.63it/s]
2021-08-21 13:11:22,510 | MNIST32: Epoch: 483 | Train Loss: 2659.4478 | Train Acc: 0.9998 | Val Loss: 3053.8336 | Val Acc: 0.9864 | train_kl_div: 513996.3261
196it [00:06, 28.32it/s]
2021-08-21 13:11:32,066 | MNIST32: Epoch: 484 | Train Loss: 2658.2285 | Train Acc: 0.9998 | Val Loss: 3126.8045 | Val Acc: 0.9841 | train_kl_div: 513989.0845
196it [00:06, 28.57it/s]
2021-08-21 13:11:41,571 | MNIST32: Epoch: 485 | Train Loss: 2651.9722 | Train Acc: 0.9999 | Val Loss: 2982.8996 | Val Acc: 0.9849 | train_kl_div: 513981.9353
196it [00:06, 28.09it/s]
2021-08-21 13:11:51,215 | MNIST32: Epoch: 486 | Train Loss: 2658.8560 | Train Acc: 0.9999 | Val Loss: 2911.4398 | Val Acc: 0.9845 | train_kl_div: 513974.3827
196it [00:06, 28.26it/s]
2021-08-21 13:12:00,894 | MNIST32: Epoch: 487 | Train Loss: 2662.8647 | Train Acc: 0.9998 | Val Loss: 2997.0743 | Val Acc: 0.9840 | train_kl_div: 513967.2176
196it [00:06, 28.38it/s]
2021-08-21 13:12:10,442 | MNIST32: Epoch: 488 | Train Loss: 2655.7644 | Train Acc: 0.9999 | Val Loss: 2903.4846 | Val Acc: 0.9858 | train_kl_div: 513960.2070
196it [00:06, 28.56it/s]
2021-08-21 13:12:19,956 | MNIST32: Epoch: 489 | Train Loss: 2656.9919 | Train Acc: 0.9999 | Val Loss: 3028.3475 | Val Acc: 0.9852 | train_kl_div: 513952.8954
196it [00:06, 28.28it/s]
2021-08-21 13:12:29,539 | MNIST32: Epoch: 490 | Train Loss: 2662.8091 | Train Acc: 0.9999 | Val Loss: 2926.9302 | Val Acc: 0.9868 | train_kl_div: 513945.9884
196it [00:06, 28.51it/s]
2021-08-21 13:12:39,046 | MNIST32: Epoch: 491 | Train Loss: 2664.7346 | Train Acc: 0.9998 | Val Loss: 3009.7938 | Val Acc: 0.9862 | train_kl_div: 513939.0236
196it [00:06, 28.34it/s]
2021-08-21 13:12:48,600 | MNIST32: Epoch: 492 | Train Loss: 2666.4863 | Train Acc: 0.9999 | Val Loss: 2953.4717 | Val Acc: 0.9869 | train_kl_div: 513931.7736
0it [00:00, ?it/s]Epoch 493: ReduceOnPlateau set learning rate to 4.0564819207303424e-07.
196it [00:06, 28.70it/s]
2021-08-21 13:12:58,053 | MNIST32: Epoch: 493 | Train Loss: 2655.4993 | Train Acc: 0.9999 | Val Loss: 2933.4043 | Val Acc: 0.9864 | train_kl_div: 513926.2277
196it [00:06, 28.30it/s]
2021-08-21 13:13:07,774 | MNIST32: Epoch: 494 | Train Loss: 2655.6492 | Train Acc: 0.9999 | Val Loss: 2939.1175 | Val Acc: 0.9857 | train_kl_div: 513920.5266
196it [00:06, 28.28it/s]
2021-08-21 13:13:17,335 | MNIST32: Epoch: 495 | Train Loss: 2665.8257 | Train Acc: 0.9998 | Val Loss: 2998.2535 | Val Acc: 0.9856 | train_kl_div: 513914.8897
196it [00:06, 28.28it/s]
2021-08-21 13:13:26,928 | MNIST32: Epoch: 496 | Train Loss: 2656.1130 | Train Acc: 0.9999 | Val Loss: 2997.1149 | Val Acc: 0.9851 | train_kl_div: 513909.4970
196it [00:06, 28.75it/s]
2021-08-21 13:13:36,395 | MNIST32: Epoch: 497 | Train Loss: 2663.7183 | Train Acc: 0.9999 | Val Loss: 3022.9091 | Val Acc: 0.9839 | train_kl_div: 513903.9654
196it [00:06, 28.32it/s]
2021-08-21 13:13:45,946 | MNIST32: Epoch: 498 | Train Loss: 2654.3267 | Train Acc: 0.9999 | Val Loss: 3138.9538 | Val Acc: 0.9856 | train_kl_div: 513898.5435
196it [00:06, 28.54it/s]
2021-08-21 13:13:55,475 | MNIST32: Epoch: 499 | Train Loss: 2658.6580 | Train Acc: 0.9999 | Val Loss: 3065.8842 | Val Acc: 0.9839 | train_kl_div: 513892.9798

Process finished with exit code 0
2021-08-21 13:39:16,993 | MNIST_lrt: Prep | Loading datasets...
2021-08-21 13:39:20,377 | MNIST_lrt: Prep | Train num:50000 | Val num:10000 | Test num:10000
2021-08-21 13:39:20,377 | MNIST_lrt: Prep | Loading model...
2021-08-21 13:39:23,425 | MNIST_lrt: Prep | Model model_best.pdparams loaded!
2021-08-21 13:39:23,553 | MNIST_lrt: Prep | Model weight loaded!
2021-08-21 13:39:23,554 | MNIST_lrt: Eval | Evaluating...
2021-08-21 13:39:26,501 | MNIST_lrt: Eval | Test loss: 2707.7878377951215 | Test acc:0.98681640625 | Test error:1.318359375
